Datestring,Sample_date,Station,75_95_TaxaID,Density,TotalBiovolume,Year,SamplingWeek,StandardSample
19760719,7/19/1976,Buoy 109,702,4913.5,1257856,1976,30,yes
19760719,7/19/1976,Buoy 117,702,2387.4,611174.4,1976,30,yes
19760719,7/19/1976,Buoy 125,702,1971,504576,1976,30,yes
19760719,7/19/1976,Shackelton Point,702,15573.4,3986790.4,1976,30,yes
19760719,7/19/1976,Three Mile Bay,702,8716.6,2231449.6,1976,30,yes
19760719,7/19/1976,Three Mile Bay,703,111,28416,1976,30,yes
19760719,7/19/1976,Buoy 109,704,31868.5,3441798,1976,30,yes
19760719,7/19/1976,Buoy 117,704,12464.2,1346133.6,1976,30,yes
19760719,7/19/1976,Buoy 125,704,8744,944352,1976,30,yes
19760719,7/19/1976,Shackelton Point,704,30313.9,3273901.2,1976,30,yes
19760719,7/19/1976,Three Mile Bay,704,13074.9,1412089.2,1976,30,yes
19760719,7/19/1976,Buoy 109,709,7,14000,1976,30,yes
19760719,7/19/1976,Buoy 125,709,28,56000,1976,30,yes
19760719,7/19/1976,Shackelton Point,709,27.8,55600,1976,30,yes
19760719,7/19/1976,Buoy 125,710,7,1400,1976,30,yes
19760719,7/19/1976,Buoy 109,711,0.12,669033.6,1976,30,yes
19760719,7/19/1976,Buoy 117,711,0.04,223011.2,1976,30,yes
19760719,7/19/1976,Shackelton Point,711,0.32,1784089.6,1976,30,yes
19760719,7/19/1976,Three Mile Bay,711,0.28,1561078.4,1976,30,yes
19760719,7/19/1976,Buoy 117,713,1943.2,97160,1976,30,yes
19760719,7/19/1976,Buoy 125,715,28,448000,1976,30,yes
19760719,7/19/1976,Shackelton Point,715,27.8,444800,1976,30,yes
19760719,7/19/1976,Three Mile Bay,715,13.9,222400,1976,30,yes
19760726,7/26/1976,Buoy 109,103,42,1260,1976,31,yes
19760726,7/26/1976,Buoy 117,103,20.9,627,1976,31,yes
19760726,7/26/1976,Shackelton Point,103,21,630,1976,31,yes
19760726,7/26/1976,Three Mile Bay,103,76.6,2298,1976,31,yes
19760726,7/26/1976,Buoy 109,107,36,5328,1976,31,yes
19760726,7/26/1976,Buoy 117,107,55.5,8214,1976,31,yes
19760726,7/26/1976,Three Mile Bay,122,111,8325,1976,31,yes
19760726,7/26/1976,Buoy 125,137,56,1680,1976,31,yes
19760726,7/26/1976,Three Mile Bay,137,55.5,1665,1976,31,yes
19760726,7/26/1976,Buoy 109,145,28,28000,1976,31,yes
19760726,7/26/1976,Buoy 117,145,27.8,27800,1976,31,yes
19760726,7/26/1976,Buoy 125,145,7,7000,1976,31,yes
19760726,7/26/1976,Shackelton Point,145,35,35000,1976,31,yes
19760726,7/26/1976,Three Mile Bay,145,13.9,13900,1976,31,yes
19760726,7/26/1976,Buoy 125,146,28,3920,1976,31,yes
19760726,7/26/1976,Buoy 109,148,21,3150,1976,31,yes
19760726,7/26/1976,Three Mile Bay,148,278.4,41760,1976,31,yes
19760726,7/26/1976,Buoy 125,202,527,26350,1976,31,yes
19760726,7/26/1976,Shackelton Point,202,527,26350,1976,31,yes
19760726,7/26/1976,Three Mile Bay,202,83.8,4190,1976,31,yes
19760726,7/26/1976,Buoy 109,210,111,16650,1976,31,yes
19760726,7/26/1976,Buoy 117,210,83.3,12495,1976,31,yes
19760726,7/26/1976,Buoy 125,210,167,25050,1976,31,yes
19760726,7/26/1976,Shackelton Point,210,361,54150,1976,31,yes
19760726,7/26/1976,Three Mile Bay,210,138.8,20820,1976,31,yes
19760726,7/26/1976,Buoy 109,304,28,4760,1976,31,yes
19760726,7/26/1976,Three Mile Bay,304,83.3,14161,1976,31,yes
19760726,7/26/1976,Buoy 117,305,7,2450,1976,31,yes
19760726,7/26/1976,Three Mile Bay,305,20.9,7315,1976,31,yes
19760726,7/26/1976,Buoy 109,335,7,2800,1976,31,yes
19760726,7/26/1976,Shackelton Point,335,7,2800,1976,31,yes
19760726,7/26/1976,Buoy 109,601,444,88800,1976,31,yes
19760726,7/26/1976,Buoy 117,601,249.8,49960,1976,31,yes
19760726,7/26/1976,Buoy 125,601,139,27800,1976,31,yes
19760726,7/26/1976,Shackelton Point,601,56,11200,1976,31,yes
19760726,7/26/1976,Three Mile Bay,601,1249.2,249840,1976,31,yes
19760726,7/26/1976,Buoy 109,602,7,17500,1976,31,yes
19760726,7/26/1976,Buoy 117,602,13.9,34750,1976,31,yes
19760726,7/26/1976,Buoy 125,602,7,17500,1976,31,yes
19760726,7/26/1976,Shackelton Point,602,28,70000,1976,31,yes
19760726,7/26/1976,Three Mile Bay,602,125.3,313250,1976,31,yes
19760726,7/26/1976,Buoy 109,702,1999,511744,1976,31,yes
19760726,7/26/1976,Buoy 117,702,10382.2,2657843.2,1976,31,yes
19760726,7/26/1976,Buoy 125,702,7773,1989888,1976,31,yes
19760726,7/26/1976,Shackelton Point,702,1555,398080,1976,31,yes
19760726,7/26/1976,Three Mile Bay,702,4858,1243648,1976,31,yes
19760726,7/26/1976,Buoy 109,704,11798,1274184,1976,31,yes
19760726,7/26/1976,Buoy 117,704,12325.4,1331143.2,1976,31,yes
19760726,7/26/1976,Buoy 125,704,19154,2068632,1976,31,yes
19760726,7/26/1976,Shackelton Point,704,10799,1166292,1976,31,yes
19760726,7/26/1976,Three Mile Bay,704,5329.9,575629.2,1976,31,yes
19760726,7/26/1976,Buoy 109,709,83,166000,1976,31,yes
19760726,7/26/1976,Buoy 117,709,7,14000,1976,31,yes
19760726,7/26/1976,Buoy 125,709,42,84000,1976,31,yes
19760726,7/26/1976,Shackelton Point,709,14,28000,1976,31,yes
19760726,7/26/1976,Buoy 117,710,27.8,5560,1976,31,yes
19760726,7/26/1976,Buoy 109,711,0.12,669033.6,1976,31,yes
19760726,7/26/1976,Buoy 117,711,0.2,1115056,1976,31,yes
19760726,7/26/1976,Buoy 125,711,0.12,669033.6,1976,31,yes
19760726,7/26/1976,Shackelton Point,711,0.12,669033.6,1976,31,yes
19760726,7/26/1976,Buoy 109,715,28,448000,1976,31,yes
19760726,7/26/1976,Buoy 125,715,28,448000,1976,31,yes
19760726,7/26/1976,Shackelton Point,715,56,896000,1976,31,yes
19760802,8/2/1976,Buoy 109,103,7,210,1976,32,yes
19760802,8/2/1976,Buoy 117,103,20.9,627,1976,32,yes
19760802,8/2/1976,Shackelton Point,103,20.9,627,1976,32,yes
19760802,8/2/1976,Three Mile Bay,103,55.5,1665,1976,32,yes
19760802,8/2/1976,Three Mile Bay,104,7,210,1976,32,yes
19760802,8/2/1976,Shackelton Point,106,7,2800,1976,32,yes
19760802,8/2/1976,Three Mile Bay,106,27.8,11120,1976,32,yes
19760802,8/2/1976,Buoy 125,107,27.8,4114.4,1976,32,yes
19760802,8/2/1976,Three Mile Bay,107,55.5,8214,1976,32,yes
19760802,8/2/1976,Three Mile Bay,122,166.6,12495,1976,32,yes
19760802,8/2/1976,Shackelton Point,125,13.9,139000,1976,32,yes
19760802,8/2/1976,Buoy 109,137,55.5,1665,1976,32,yes
19760802,8/2/1976,Buoy 117,137,111,3330,1976,32,yes
19760802,8/2/1976,Shackelton Point,137,111,3330,1976,32,yes
19760802,8/2/1976,Three Mile Bay,137,55.5,1665,1976,32,yes
19760802,8/2/1976,Three Mile Bay,143,27.8,834,1976,32,yes
19760802,8/2/1976,Buoy 117,144,20.9,28988.3,1976,32,yes
19760802,8/2/1976,Buoy 125,145,27.8,27800,1976,32,yes
19760802,8/2/1976,Shackelton Point,145,7,7000,1976,32,yes
19760802,8/2/1976,Three Mile Bay,145,27.8,27800,1976,32,yes
19760802,8/2/1976,Three Mile Bay,148,83.5,12525,1976,32,yes
19760802,8/2/1976,Buoy 109,202,27.8,1390,1976,32,yes
19760802,8/2/1976,Three Mile Bay,202,27.8,1390,1976,32,yes
19760802,8/2/1976,Three Mile Bay,204,7,1750,1976,32,yes
19760802,8/2/1976,Buoy 117,210,27.8,4170,1976,32,yes
19760802,8/2/1976,Buoy 125,210,138.8,20820,1976,32,yes
19760802,8/2/1976,Three Mile Bay,210,83.3,12495,1976,32,yes
19760802,8/2/1976,Buoy 109,301,27.8,19460,1976,32,yes
19760802,8/2/1976,Buoy 109,304,7,1190,1976,32,yes
19760802,8/2/1976,Buoy 117,304,27.8,4726,1976,32,yes
19760802,8/2/1976,Buoy 125,304,55.5,9435,1976,32,yes
19760802,8/2/1976,Three Mile Bay,304,166.6,28322,1976,32,yes
19760802,8/2/1976,Three Mile Bay,305,7,2450,1976,32,yes
19760802,8/2/1976,Shackelton Point,308,7,3640,1976,32,yes
19760802,8/2/1976,Buoy 109,312,55.5,27750,1976,32,yes
19760802,8/2/1976,Shackelton Point,312,83.5,41750,1976,32,yes
19760802,8/2/1976,Buoy 109,313,361.9,180950,1976,32,yes
19760802,8/2/1976,Three Mile Bay,318,20.9,33440,1976,32,yes
19760802,8/2/1976,Three Mile Bay,319,20.9,25080,1976,32,yes
19760802,8/2/1976,Shackelton Point,322,27.8,7784,1976,32,yes
19760802,8/2/1976,Buoy 109,601,416.4,83280,1976,32,yes
19760802,8/2/1976,Buoy 117,601,388.6,77720,1976,32,yes
19760802,8/2/1976,Buoy 125,601,221.1,44220,1976,32,yes
19760802,8/2/1976,Shackelton Point,601,555,111000,1976,32,yes
19760802,8/2/1976,Three Mile Bay,601,1360.2,272040,1976,32,yes
19760802,8/2/1976,Buoy 109,602,20.9,52250,1976,32,yes
19760802,8/2/1976,Buoy 117,602,20.9,52250,1976,32,yes
19760802,8/2/1976,Buoy 125,602,20.9,52250,1976,32,yes
19760802,8/2/1976,Shackelton Point,602,13.9,34750,1976,32,yes
19760802,8/2/1976,Three Mile Bay,602,348,870000,1976,32,yes
19760802,8/2/1976,Buoy 109,702,4386.1,1122841.6,1976,32,yes
19760802,8/2/1976,Buoy 117,702,2887,739072,1976,32,yes
19760802,8/2/1976,Buoy 125,702,4196.9,1074406.4,1976,32,yes
19760802,8/2/1976,Shackelton Point,702,6273.8,1606092.8,1976,32,yes
19760802,8/2/1976,Three Mile Bay,702,1332.5,341120,1976,32,yes
19760802,8/2/1976,Buoy 109,704,29175.8,3150986.4,1976,32,yes
19760802,8/2/1976,Buoy 117,704,14823.8,1600970.4,1976,32,yes
19760802,8/2/1976,Buoy 125,704,2720.5,293814,1976,32,yes
19760802,8/2/1976,Shackelton Point,704,36476.6,3939472.8,1976,32,yes
19760802,8/2/1976,Three Mile Bay,704,4330.6,467704.8,1976,32,yes
19760802,8/2/1976,Buoy 125,709,34.8,69600,1976,32,yes
19760802,8/2/1976,Shackelton Point,709,13.9,27800,1976,32,yes
19760802,8/2/1976,Three Mile Bay,710,27.8,5560,1976,32,yes
19760802,8/2/1976,Buoy 109,711,0.64,3568179.2,1976,32,yes
19760802,8/2/1976,Buoy 117,711,0.2,1115056,1976,32,yes
19760802,8/2/1976,Shackelton Point,711,0.2,1115056,1976,32,yes
19760802,8/2/1976,Buoy 109,713,8328,416400,1976,32,yes
19760802,8/2/1976,Shackelton Point,713,584.6,29230,1976,32,yes
19760802,8/2/1976,Three Mile Bay,713,220.8,11040,1976,32,yes
19760802,8/2/1976,Buoy 117,715,27.8,444800,1976,32,yes
19760802,8/2/1976,Buoy 125,715,13.9,222400,1976,32,yes
19760802,8/2/1976,Shackelton Point,715,7,112000,1976,32,yes
19760802,8/2/1976,Three Mile Bay,715,7,112000,1976,32,yes
19760809,8/9/1976,Buoy 109,103,7,210,1976,33,yes
19760809,8/9/1976,Buoy 117,103,41.8,1254,1976,33,yes
19760809,8/9/1976,Buoy 125,103,14,420,1976,33,yes
19760809,8/9/1976,Shackelton Point,103,41.8,1254,1976,33,yes
19760809,8/9/1976,Three Mile Bay,103,27.8,834,1976,33,yes
19760809,8/9/1976,Buoy 125,106,14,5600,1976,33,yes
19760809,8/9/1976,Three Mile Bay,106,13.9,5560,1976,33,yes
19760809,8/9/1976,Shackelton Point,107,27.8,4114.4,1976,33,yes
19760809,8/9/1976,Three Mile Bay,107,55.5,8214,1976,33,yes
19760809,8/9/1976,Three Mile Bay,112,27.8,556000,1976,33,yes
19760809,8/9/1976,Three Mile Bay,117,7,21000,1976,33,yes
19760809,8/9/1976,Buoy 125,122,27.8,2085,1976,33,yes
19760809,8/9/1976,Shackelton Point,122,20.9,1567.5,1976,33,yes
19760809,8/9/1976,Three Mile Bay,122,138.8,10410,1976,33,yes
19760809,8/9/1976,Three Mile Bay,127,7,4900,1976,33,yes
19760809,8/9/1976,Buoy 109,137,55.5,1665,1976,33,yes
19760809,8/9/1976,Buoy 117,137,55.5,1665,1976,33,yes
19760809,8/9/1976,Three Mile Bay,144,13.9,19279.3,1976,33,yes
19760809,8/9/1976,Buoy 109,145,13.9,13900,1976,33,yes
19760809,8/9/1976,Buoy 117,145,27.8,27800,1976,33,yes
19760809,8/9/1976,Buoy 125,145,7,7000,1976,33,yes
19760809,8/9/1976,Shackelton Point,145,27.8,27800,1976,33,yes
19760809,8/9/1976,Buoy 125,146,27.8,3892,1976,33,yes
19760809,8/9/1976,Buoy 109,148,13.9,2085,1976,33,yes
19760809,8/9/1976,Shackelton Point,148,55.5,8325,1976,33,yes
19760809,8/9/1976,Three Mile Bay,148,97.4,14610,1976,33,yes
19760809,8/9/1976,Buoy 109,202,111,5550,1976,33,yes
19760809,8/9/1976,Buoy 117,202,166.6,8330,1976,33,yes
19760809,8/9/1976,Buoy 125,202,305.4,15270,1976,33,yes
19760809,8/9/1976,Shackelton Point,202,333.1,16655,1976,33,yes
19760809,8/9/1976,Three Mile Bay,202,55.5,2775,1976,33,yes
19760809,8/9/1976,Buoy 109,204,27.8,6950,1976,33,yes
19760809,8/9/1976,Shackelton Point,204,710,177500,1976,33,yes
19760809,8/9/1976,Buoy 109,210,27.8,4170,1976,33,yes
19760809,8/9/1976,Buoy 117,210,138.8,20820,1976,33,yes
19760809,8/9/1976,Buoy 125,210,222.1,33315,1976,33,yes
19760809,8/9/1976,Shackelton Point,210,83.3,12495,1976,33,yes
19760809,8/9/1976,Three Mile Bay,210,83.3,12495,1976,33,yes
19760809,8/9/1976,Three Mile Bay,301,27.8,19460,1976,33,yes
19760809,8/9/1976,Buoy 117,304,83.3,14161,1976,33,yes
19760809,8/9/1976,Buoy 125,304,56,9520,1976,33,yes
19760809,8/9/1976,Shackelton Point,304,27.8,4726,1976,33,yes
19760809,8/9/1976,Three Mile Bay,304,305.4,51918,1976,33,yes
19760809,8/9/1976,Buoy 117,312,277.6,138800,1976,33,yes
19760809,8/9/1976,Buoy 125,312,7,3500,1976,33,yes
19760809,8/9/1976,Three Mile Bay,312,167,83500,1976,33,yes
19760809,8/9/1976,Three Mile Bay,313,104.4,52200,1976,33,yes
19760809,8/9/1976,Three Mile Bay,318,194.9,311840,1976,33,yes
19760809,8/9/1976,Buoy 125,319,35,42000,1976,33,yes
19760809,8/9/1976,Buoy 117,331,7,15400,1976,33,yes
19760809,8/9/1976,Three Mile Bay,331,27.8,61160,1976,33,yes
19760809,8/9/1976,Buoy 109,601,111,22200,1976,33,yes
19760809,8/9/1976,Buoy 117,601,471.9,94380,1976,33,yes
19760809,8/9/1976,Buoy 125,601,971.6,194320,1976,33,yes
19760809,8/9/1976,Shackelton Point,601,333.1,66620,1976,33,yes
19760809,8/9/1976,Three Mile Bay,601,860.6,172120,1976,33,yes
19760809,8/9/1976,Buoy 109,602,27.8,69500,1976,33,yes
19760809,8/9/1976,Buoy 117,602,139.2,348000,1976,33,yes
19760809,8/9/1976,Buoy 125,602,175,437500,1976,33,yes
19760809,8/9/1976,Shackelton Point,602,27.8,69500,1976,33,yes
19760809,8/9/1976,Three Mile Bay,602,104.4,261000,1976,33,yes
19760809,8/9/1976,Buoy 117,702,3164.6,810137.6,1976,33,yes
19760809,8/9/1976,Buoy 125,702,42,10752,1976,33,yes
19760809,8/9/1976,Shackelton Point,702,3636.6,930969.6,1976,33,yes
19760809,8/9/1976,Three Mile Bay,702,2777,710912,1976,33,yes
19760809,8/9/1976,Buoy 109,704,16656,1798848,1976,33,yes
19760809,8/9/1976,Buoy 117,704,28315.2,3058041.6,1976,33,yes
19760809,8/9/1976,Buoy 125,704,9105.3,983372.4,1976,33,yes
19760809,8/9/1976,Shackelton Point,704,13463.6,1454068.8,1976,33,yes
19760809,8/9/1976,Three Mile Bay,704,6023.9,650581.2,1976,33,yes
19760809,8/9/1976,Buoy 109,709,83.5,167000,1976,33,yes
19760809,8/9/1976,Buoy 117,709,69.6,139200,1976,33,yes
19760809,8/9/1976,Buoy 125,709,35,70000,1976,33,yes
19760809,8/9/1976,Shackelton Point,709,48.7,97400,1976,33,yes
19760809,8/9/1976,Three Mile Bay,709,27.8,55600,1976,33,yes
19760809,8/9/1976,Buoy 109,711,0.28,1561078.4,1976,33,yes
19760809,8/9/1976,Buoy 125,711,0.24,1338067.2,1976,33,yes
19760809,8/9/1976,Three Mile Bay,711,0.12,669033.6,1976,33,yes
19760809,8/9/1976,Buoy 109,712,35,840,1976,33,yes
19760809,8/9/1976,Buoy 125,712,790.2,18964.8,1976,33,yes
19760809,8/9/1976,Three Mile Bay,713,1943.2,97160,1976,33,yes
19760809,8/9/1976,Buoy 109,715,13.9,222400,1976,33,yes
19760809,8/9/1976,Buoy 117,715,7,112000,1976,33,yes
19760809,8/9/1976,Buoy 125,715,14,224000,1976,33,yes
19760809,8/9/1976,Shackelton Point,715,27.8,444800,1976,33,yes
19760809,8/9/1976,Three Mile Bay,715,13.9,222400,1976,33,yes
19760816,8/16/1976,Buoy 117,103,27.8,834,1976,34,yes
19760816,8/16/1976,Shackelton Point,103,7,210,1976,34,yes
19760816,8/16/1976,Buoy 117,144,20.9,28988.3,1976,34,yes
19760816,8/16/1976,Shackelton Point,144,27.8,38558.6,1976,34,yes
19760816,8/16/1976,Buoy 117,210,55.5,8325,1976,34,yes
19760816,8/16/1976,Shackelton Point,210,27.8,4170,1976,34,yes
19760816,8/16/1976,Buoy 117,304,27.8,4726,1976,34,yes
19760816,8/16/1976,Buoy 117,312,27.8,13900,1976,34,yes
19760816,8/16/1976,Buoy 117,331,7,15400,1976,34,yes
19760816,8/16/1976,Shackelton Point,335,7,2800,1976,34,yes
19760816,8/16/1976,Buoy 117,601,277.6,55520,1976,34,yes
19760816,8/16/1976,Shackelton Point,601,138.8,27760,1976,34,yes
19760816,8/16/1976,Buoy 117,602,13.9,34750,1976,34,yes
19760816,8/16/1976,Shackelton Point,602,34.8,87000,1976,34,yes
19760816,8/16/1976,Shackelton Point,702,139.2,35635.2,1976,34,yes
19760816,8/16/1976,Buoy 117,704,4580.4,494683.2,1976,34,yes
19760816,8/16/1976,Shackelton Point,704,17127.9,1849813.2,1976,34,yes
19760816,8/16/1976,Shackelton Point,711,0.28,1561078.4,1976,34,yes
19760816,8/16/1976,Buoy 117,715,48.7,779200,1976,34,yes
19760816,8/16/1976,Shackelton Point,715,13.9,222400,1976,34,yes
19760816,8/16/1976,Buoy 125,103,13.9,417,1976,34,yes
19760816,8/16/1976,Three Mile Bay,103,55.5,1665,1976,34,yes
19760816,8/16/1976,Three Mile Bay,107,27.8,4114.4,1976,34,yes
19760816,8/16/1976,Buoy 125,137,55.5,1665,1976,34,yes
19760816,8/16/1976,Buoy 125,144,20.9,28988.3,1976,34,yes
19760816,8/16/1976,Three Mile Bay,144,13.9,19279.3,1976,34,yes
19760816,8/16/1976,Buoy 125,202,55.5,2775,1976,34,yes
19760816,8/16/1976,Three Mile Bay,202,55.5,2775,1976,34,yes
19760816,8/16/1976,Buoy 125,210,55.5,8325,1976,34,yes
19760816,8/16/1976,Three Mile Bay,210,55.5,8325,1976,34,yes
19760816,8/16/1976,Three Mile Bay,312,55.5,27750,1976,34,yes
19760816,8/16/1976,Buoy 125,318,90.5,144800,1976,34,yes
19760816,8/16/1976,Buoy 125,601,333.1,66620,1976,34,yes
19760816,8/16/1976,Three Mile Bay,601,360.9,72180,1976,34,yes
19760816,8/16/1976,Buoy 125,602,48.7,121750,1976,34,yes
19760816,8/16/1976,Three Mile Bay,602,13.9,34750,1976,34,yes
19760816,8/16/1976,Buoy 125,702,104.4,26726.4,1976,34,yes
19760816,8/16/1976,Three Mile Bay,702,48.7,12467.2,1976,34,yes
19760816,8/16/1976,Three Mile Bay,703,348,89088,1976,34,yes
19760816,8/16/1976,Buoy 125,704,19570.8,2113646.4,1976,34,yes
19760816,8/16/1976,Three Mile Bay,704,12908.4,1394107.2,1976,34,yes
19760816,8/16/1976,Buoy 125,711,0.16,892044.8,1976,34,yes
19760816,8/16/1976,Three Mile Bay,711,0.2,1115056,1976,34,yes
19760816,8/16/1976,Buoy 125,715,55.7,891200,1976,34,yes
19760816,8/16/1976,Three Mile Bay,715,48.7,779200,1976,34,yes
19760823,8/23/1976,Buoy 109,103,13.9,417,1976,35,yes
19760823,8/23/1976,Buoy 117,103,7,210,1976,35,yes
19760823,8/23/1976,Buoy 125,103,13.9,417,1976,35,yes
19760823,8/23/1976,Shackelton Point,103,27.8,834,1976,35,yes
19760823,8/23/1976,Three Mile Bay,103,27.8,834,1976,35,yes
19760823,8/23/1976,Shackelton Point,106,13.9,5560,1976,35,yes
19760823,8/23/1976,Buoy 117,137,222.1,6663,1976,35,yes
19760823,8/23/1976,Buoy 125,137,55.5,1665,1976,35,yes
19760823,8/23/1976,Buoy 109,144,7,9709,1976,35,yes
19760823,8/23/1976,Buoy 117,144,7,9709,1976,35,yes
19760823,8/23/1976,Buoy 125,144,7,9709,1976,35,yes
19760823,8/23/1976,Three Mile Bay,144,13.9,19279.3,1976,35,yes
19760823,8/23/1976,Buoy 117,202,27.8,1390,1976,35,yes
19760823,8/23/1976,Three Mile Bay,202,111,5550,1976,35,yes
19760823,8/23/1976,Three Mile Bay,204,7,1750,1976,35,yes
19760823,8/23/1976,Buoy 117,210,111,16650,1976,35,yes
19760823,8/23/1976,Buoy 125,210,83.3,12495,1976,35,yes
19760823,8/23/1976,Shackelton Point,210,55.5,8325,1976,35,yes
19760823,8/23/1976,Three Mile Bay,210,111,16650,1976,35,yes
19760823,8/23/1976,Three Mile Bay,301,7,4900,1976,35,yes
19760823,8/23/1976,Three Mile Bay,305,27.8,9730,1976,35,yes
19760823,8/23/1976,Buoy 125,312,27.8,13900,1976,35,yes
19760823,8/23/1976,Shackelton Point,312,13.9,6950,1976,35,yes
19760823,8/23/1976,Three Mile Bay,312,7,3500,1976,35,yes
19760823,8/23/1976,Buoy 109,318,20.9,33440,1976,35,yes
19760823,8/23/1976,Three Mile Bay,318,20.9,33440,1976,35,yes
19760823,8/23/1976,Buoy 117,331,7,15400,1976,35,yes
19760823,8/23/1976,Buoy 125,331,7,15400,1976,35,yes
19760823,8/23/1976,Three Mile Bay,331,7,15400,1976,35,yes
19760823,8/23/1976,Buoy 109,601,555.2,111040,1976,35,yes
19760823,8/23/1976,Buoy 117,601,166.6,33320,1976,35,yes
19760823,8/23/1976,Buoy 125,601,471.9,94380,1976,35,yes
19760823,8/23/1976,Shackelton Point,601,610.7,122140,1976,35,yes
19760823,8/23/1976,Three Mile Bay,601,610.7,122140,1976,35,yes
19760823,8/23/1976,Buoy 109,602,34.8,87000,1976,35,yes
19760823,8/23/1976,Buoy 117,602,7,17500,1976,35,yes
19760823,8/23/1976,Buoy 125,602,20.9,52250,1976,35,yes
19760823,8/23/1976,Shackelton Point,602,13.9,34750,1976,35,yes
19760823,8/23/1976,Three Mile Bay,602,62.6,156500,1976,35,yes
19760823,8/23/1976,Buoy 109,702,4830.2,1236531.2,1976,35,yes
19760823,8/23/1976,Buoy 117,702,83.5,21376,1976,35,yes
19760823,8/23/1976,Shackelton Point,702,723.8,185292.8,1976,35,yes
19760823,8/23/1976,Three Mile Bay,702,821.3,210252.8,1976,35,yes
19760823,8/23/1976,Buoy 109,704,32673.5,3528738,1976,35,yes
19760823,8/23/1976,Buoy 117,704,3969.7,428727.6,1976,35,yes
19760823,8/23/1976,Buoy 125,704,12408.7,1340139.6,1976,35,yes
19760823,8/23/1976,Shackelton Point,704,9854.8,1064318.4,1976,35,yes
19760823,8/23/1976,Three Mile Bay,704,8161.4,881431.2,1976,35,yes
19760823,8/23/1976,Buoy 117,709,20.9,41800,1976,35,yes
19760823,8/23/1976,Buoy 109,711,0.2,1115056,1976,35,yes
19760823,8/23/1976,Buoy 117,711,0.08,446022.4,1976,35,yes
19760823,8/23/1976,Buoy 125,711,0.16,892044.8,1976,35,yes
19760823,8/23/1976,Shackelton Point,711,0.12,669033.6,1976,35,yes
19760823,8/23/1976,Three Mile Bay,711,0.08,446022.4,1976,35,yes
19760823,8/23/1976,Three Mile Bay,713,83.5,4175,1976,35,yes
19760823,8/23/1976,Buoy 109,715,69.6,1113600,1976,35,yes
19760823,8/23/1976,Buoy 117,715,13.9,222400,1976,35,yes
19760823,8/23/1976,Buoy 125,715,7,112000,1976,35,yes
19760823,8/23/1976,Shackelton Point,715,20.9,334400,1976,35,yes
19760823,8/23/1976,Three Mile Bay,715,41.8,668800,1976,35,yes
19760907,9/7/1976,Buoy 109,103,48.7,1461,1976,37,yes
19760907,9/7/1976,Buoy 117,103,41.8,1254,1976,37,yes
19760907,9/7/1976,Buoy 125,103,13.9,417,1976,37,yes
19760907,9/7/1976,Shackelton Point,103,27.8,834,1976,37,yes
19760907,9/7/1976,Buoy 117,107,27.8,4114.4,1976,37,yes
19760907,9/7/1976,Buoy 109,137,111,3330,1976,37,yes
19760907,9/7/1976,Buoy 117,137,166.6,4998,1976,37,yes
19760907,9/7/1976,Buoy 125,137,55.5,1665,1976,37,yes
19760907,9/7/1976,Shackelton Point,137,55.5,1665,1976,37,yes
19760907,9/7/1976,Buoy 109,145,48.7,48700,1976,37,yes
19760907,9/7/1976,Buoy 117,145,111.4,111400,1976,37,yes
19760907,9/7/1976,Buoy 125,145,41.8,41800,1976,37,yes
19760907,9/7/1976,Shackelton Point,145,76.6,76600,1976,37,yes
19760907,9/7/1976,Shackelton Point,146,7,980,1976,37,yes
19760907,9/7/1976,Buoy 109,202,222.1,11105,1976,37,yes
19760907,9/7/1976,Buoy 125,202,55.5,2775,1976,37,yes
19760907,9/7/1976,Shackelton Point,202,27.8,1390,1976,37,yes
19760907,9/7/1976,Buoy 109,204,20.9,5225,1976,37,yes
19760907,9/7/1976,Buoy 117,204,13.9,3475,1976,37,yes
19760907,9/7/1976,Buoy 125,204,13.9,3475,1976,37,yes
19760907,9/7/1976,Shackelton Point,204,20.9,5225,1976,37,yes
19760907,9/7/1976,Buoy 109,210,111,16650,1976,37,yes
19760907,9/7/1976,Buoy 117,210,27.8,4170,1976,37,yes
19760907,9/7/1976,Shackelton Point,210,55.5,8325,1976,37,yes
19760907,9/7/1976,Buoy 109,304,41.8,7106,1976,37,yes
19760907,9/7/1976,Buoy 109,312,7,3500,1976,37,yes
19760907,9/7/1976,Buoy 125,312,27.8,13900,1976,37,yes
19760907,9/7/1976,Buoy 117,318,13.9,22240,1976,37,yes
19760907,9/7/1976,Shackelton Point,318,76.6,122560,1976,37,yes
19760907,9/7/1976,Buoy 117,331,13.9,30580,1976,37,yes
19760907,9/7/1976,Buoy 125,331,27.8,61160,1976,37,yes
19760907,9/7/1976,Shackelton Point,331,41.8,91960,1976,37,yes
19760907,9/7/1976,Buoy 109,601,360.9,72180,1976,37,yes
19760907,9/7/1976,Buoy 117,601,333.1,66620,1976,37,yes
19760907,9/7/1976,Buoy 125,601,277.6,55520,1976,37,yes
19760907,9/7/1976,Shackelton Point,601,249.8,49960,1976,37,yes
19760907,9/7/1976,Buoy 109,602,27.8,69500,1976,37,yes
19760907,9/7/1976,Buoy 117,602,13.9,34750,1976,37,yes
19760907,9/7/1976,Buoy 125,602,27.8,69500,1976,37,yes
19760907,9/7/1976,Shackelton Point,602,7,17500,1976,37,yes
